"","price","sqft_living","grade","sqft_above","bathrooms","sqft_basement","bedrooms","floors","waterfront","howOld","view","sqft_living15","zipcode","yr_renovated"
"107",460000,1670,7,1170,"1",500,"3","1.5","0",76,0,1240,"98117",0
"108",188500,1240,8,1240,"1.75",0,"2","1","0",30,0,1270,"98198",0
"109",680000,3140,10,3140,"2.5",0,"4","2","0",24,0,2990,"98077",0
"110",470000,2030,7,2030,"1.75",0,"5","2","0",73,0,2500,"98052",0
"111",597750,2310,8,2310,"2.5",0,"4","2","0",31,0,1940,"98027",0
"112",570000,1260,6,700,"1.75",560,"3","1","0",110,0,1380,"98103",0
"113",272500,1540,7,1160,"1.75",380,"3","1","0",35,0,1540,"98038",0
"114",329950,2080,7,1080,"1.75",1000,"3","1","0",44,2,2090,"98108",0
"115",480000,3230,9,2520,"2.5",710,"4","2","0",14,3,2640,"98001",0
"116",740500,4380,8,2780,"3.5",1600,"3","2","0",16,0,1830,"98117",1999
"117",518500,1590,8,1590,"3.5",0,"3","3","0",5,0,1620,"98103",0
"118",205425,880,6,880,"1",0,"2","1","0",70,0,1190,"98178",0
"119",171800,1570,6,1570,"2",0,"4","1","0",65,0,1880,"98168",0
"120",535000,1610,7,1610,"1",0,"4","1.5","0",90,0,1610,"98144",0
"121",660000,2400,8,1560,"2.5",840,"3","1","0",51,2,2340,"98177",0
"122",391500,1450,7,1450,"2",0,"3","1","0",28,0,1580,"98034",0
"123",395000,770,6,770,"1",0,"2","1","0",62,0,1710,"98117",0
"124",445000,2100,7,1720,"1.75",380,"4","1.5","0",91,0,1850,"98118",0
"125",770000,2910,9,2910,"2.25",0,"3","2","0",25,0,2700,"98052",0
"126",1450000,2750,8,1980,"2.75",770,"4","1.5","0",23,0,3060,"98004",1992
"127",445000,2100,8,1620,"2.25",480,"3","1","0",48,2,2660,"98178",0
"128",260000,2160,8,1360,"2.25",800,"4","1","0",37,0,2090,"98023",0
"129",822500,2320,7,1720,"3.5",600,"5","2","0",89,0,1700,"98103",0
"130",430000,2070,7,2070,"2.5",0,"4","2","0",11,0,1970,"98065",0
"131",212000,1060,7,1060,"1.75",0,"3","1","0",29,0,1420,"98092",0
"132",660500,2010,8,1440,"2.25",570,"4","1","0",29,0,2060,"98027",0
"133",784000,3950,9,2460,"3.5",1490,"3","1.5","0",26,0,2480,"98052",0
"134",453246,2010,8,1390,"2.5",620,"3","2","0",1,0,1690,"98029",0
"135",675000,2140,9,2140,"3.5",0,"4","3","0",10,0,1540,"98107",0
"136",199000,1320,7,1320,"1.75",0,"3","1","0",59,0,1550,"98003",0
"137",220000,2020,7,1010,"1.75",1010,"4","1","0",47,0,1750,"98003",0
"138",452000,2590,8,1340,"2.25",1250,"4","1","0",47,0,1550,"98028",0
"139",382500,1190,6,1190,"1",0,"2","1","0",34,0,1060,"98125",0
"140",519950,1170,8,1170,"2.25",0,"3","3","0",1,0,1350,"98107",0
"141",665000,1110,7,1110,"1",0,"2","1","0",90,0,1170,"98119",0
"142",527700,2820,8,1550,"2.5",1270,"5","1","0",47,0,2820,"98006",0
"143",205000,1610,7,1010,"1",600,"3","1","0",53,0,1610,"98058",0
"144",420000,1060,7,940,"1",120,"3","1","0",92,0,1560,"98133",0
"145",5e+05,2030,8,1380,"2.25",650,"4","1","0",54,0,2230,"98006",0
"146",921500,3670,9,3670,"2.5",0,"4","2","0",21,0,2840,"98077",0
"147",890000,2550,8,2370,"1",180,"4","2","0",110,0,2200,"98109",0
"148",430000,2420,7,2420,"2.5",0,"2","2","0",8,0,1940,"98027",0
"149",258000,2260,8,1130,"2",1130,"5","1","0",55,0,1360,"98032",0
"150",511000,1430,7,980,"1",450,"3","1","0",68,0,1450,"98103",0
"151",532170,1360,8,1360,"2",0,"3","2","0",25,0,1500,"98103",0
"152",560000,1110,7,1110,"1",0,"3","1.5","0",68,0,1420,"98107",0
"153",282950,1250,7,1250,"1",0,"3","1","0",61,0,1680,"98003",0
"154",2250000,5180,12,3540,"3.25",1640,"4","2","0",9,3,3160,"98006",0
"155",350000,700,7,700,"1",0,"1","1","0",73,0,1010,"98115",0
"156",215000,1180,7,1180,"1",0,"3","1","0",48,0,1190,"98058",0
"157",650000,3960,9,2500,"3.5",1460,"5","2","0",19,0,2640,"98056",0
"158",320000,2640,8,1620,"2.75",1020,"4","1","0",48,0,1980,"98023",0
"159",247000,1270,7,1270,"2",0,"3","1.5","0",2,0,1160,"98022",2013
"160",320000,1760,8,1760,"1.75",0,"4","1","0",47,0,1730,"98059",0
"161",255000,2060,7,1030,"2.25",1030,"5","1","0",53,0,1010,"98146",0
"162",438000,1780,7,1780,"1.75",0,"3","1","0",53,0,1200,"98034",0
"163",9e+05,3400,10,3400,"2.5",0,"3","2","0",15,0,3400,"98075",0
"164",441000,1910,7,1160,"2.75",750,"3","1","0",36,0,1710,"98034",0
"165",420000,2020,7,1010,"2",1010,"3","1","0",40,0,2110,"98027",0
"166",370000,1580,7,1180,"1.75",400,"3","1","0",39,0,1640,"98034",0
"167",269950,1340,5,700,"1.75",640,"2","1","0",66,0,1830,"98198",0
"168",807100,2680,9,2680,"2.5",0,"4","2","0",16,0,2920,"98006",0
"169",653000,2680,8,1610,"2.5",1070,"3","1","0",36,0,2480,"98034",0
"170",371500,1370,7,1370,"2",0,"3","1","0",51,0,1770,"98133",0
"171",284000,1560,7,1560,"1.75",0,"3","1","0",61,0,1070,"98166",0
"172",272000,2160,7,1670,"1.75",490,"3","1","0",37,0,1930,"98023",0
"173",313000,1340,7,1340,"1.5",0,"3","1.5","0",60,0,1480,"98133",0
"174",917500,3880,10,2570,"2.5",1310,"4","2","0",31,0,3740,"98033",0
"175",673000,2590,8,2590,"2.25",0,"4","2","0",35,0,2260,"98006",0
"176",425000,1120,8,820,"2.5",300,"3","2","0",7,0,1590,"98122",0
"177",399950,1970,7,1320,"2.75",650,"5","1","0",29,0,1280,"98144",0
"178",385000,1220,6,1220,"1",0,"3","1","0",114,0,1200,"98122",0
"179",269950,1950,7,1320,"1.5",630,"3","1","0",40,2,1950,"98022",0
"180",330000,1350,7,1060,"1",290,"2","1","0",66,0,1540,"98177",0
"181",260000,1670,7,1670,"2.5",0,"3","2","0",27,0,1670,"98030",0
"182",470000,2380,7,1680,"3",700,"4","1.5","0",90,0,1410,"98126",0
"183",589000,2440,7,2440,"3",0,"4","2","0",54,0,2290,"98034",0
"184",163500,1050,7,1050,"1.5",0,"2","2","0",19,0,1050,"98038",0
"185",835000,3130,9,2140,"2.75",990,"4","2","0",22,0,2260,"98052",0
"186",1095000,4090,10,2090,"3",2000,"5","1","0",29,2,2540,"98033",0
"187",269000,1490,8,1100,"1.75",390,"4","1","0",46,0,2190,"98023",0
"188",560000,1900,8,1900,"2.5",0,"3","2","0",28,0,2030,"98074",0
"189",615000,1330,6,1330,"1",0,"4","1.5","0",114,0,1330,"98103",0
"190",585188,2230,8,1430,"2.25",800,"3","1","0",40,0,2230,"98052",0
"191",305000,1650,7,1220,"1.75",430,"3","1","0",38,0,1540,"98034",0
"192",166950,1190,6,1190,"1",0,"3","1","0",56,0,1230,"98058",0
"193",799000,2140,8,2140,"2.5",0,"3","1","0",56,0,2680,"98040",0
"194",4e+05,2180,7,1420,"2.5",760,"3","1","0",53,0,1900,"98133",0
"195",230000,1060,7,1060,"1",0,"3","1","0",67,0,1570,"98155",0
"196",256883,1690,8,1690,"2.5",0,"3","2","0",12,0,2550,"98023",0
"197",423000,1970,7,1130,"2",840,"4","1.5","0",95,0,1500,"98108",0
"198",465000,2150,8,2150,"2.5",0,"3","2","0",8,0,1750,"98126",0
"199",440000,1910,7,1910,"2.5",0,"3","2","0",18,0,2330,"98024",0
"200",385000,1350,7,1350,"1.75",0,"3","1","0",46,0,1560,"98038",0
"201",210000,860,6,860,"1",0,"3","1","0",72,0,1300,"98056",0
"202",297000,1940,8,1940,"2.5",0,"3","2","0",21,0,2030,"98042",0
"203",470000,1010,7,1010,"1",0,"3","1","0",63,0,1680,"98107",0
"204",226500,1300,7,900,"1.5",400,"3","1","0",39,0,1430,"98023",0
"205",274250,910,6,910,"1",0,"3","1","0",53,0,1400,"98059",0
"206",840000,2480,9,1630,"1.75",850,"4","1","0",49,0,2770,"98040",0
"207",677900,2440,8,2440,"2.5",0,"3","2","0",5,0,2750,"98052",0
"208",425000,1010,7,1010,"1",0,"3","1","0",100,0,1290,"98116",0
"209",180250,900,6,900,"0.75",0,"2","1","0",74,0,1250,"98166",0
"210",464000,2300,7,1600,"3",700,"6","2","0",21,0,1560,"98133",1994
"211",320000,1550,8,1550,"2.25",0,"4","2","0",22,0,1630,"98038",0
"212",625504,1270,8,1060,"2.25",210,"3","2","0",1,0,1160,"98105",0
"213",592500,2240,9,2240,"2.5",0,"4","1","0",32,0,2520,"98074",0
"214",465000,2714,9,2714,"2.5",0,"3","2","0",10,0,2590,"98001",0
"215",477000,1720,8,1720,"2.75",0,"4","2","0",37,0,2130,"98118",0
"216",280000,850,6,850,"1",0,"2","1","0",92,0,1100,"98168",0
"217",1505000,3300,9,1870,"3",1430,"5","1","0",24,3,3836,"98040",1991
"218",445838,2250,8,2250,"2.5",0,"3","2","0",15,0,1320,"98146",0
"219",1072000,3900,8,1950,"2.25",1950,"2","1","0",68,3,2580,"98144",0
"220",467000,1320,8,1320,"1.5",0,"2","1","0",68,0,2120,"98177",0
"221",686000,2760,10,2760,"2.5",0,"4","2","0",16,0,3070,"98075",0
"222",279950,1750,7,1350,"2",400,"3","1","0",54,0,1900,"98198",0
"223",527000,2330,8,2330,"2.25",0,"4","2","0",28,0,1910,"98011",0
"224",325000,2220,8,1780,"2.25",440,"3","1","0",49,0,2080,"98030",0
"225",328000,2020,7,2020,"2.25",0,"3","2","0",21,0,2020,"98038",0
"226",390000,1250,7,1250,"2.25",0,"3","1","0",73,0,1280,"98146",0
"227",479950,1510,8,1510,"2",0,"2","1","0",10,0,1640,"98053",0
"228",264950,1720,7,1120,"2.25",600,"4","1","0",37,0,1510,"98023",0
"229",235000,1430,7,980,"1",450,"3","1","0",54,0,1960,"98031",0
"230",516500,1480,7,1480,"2.5",0,"3","2","0",11,0,2250,"98053",0
"231",655000,1450,7,1230,"1.75",220,"2","2","1",37,4,2030,"98166",1978
"232",5e+05,2280,7,2280,"2.75",0,"4","1","0",55,0,2280,"98059",0
"233",315000,2940,8,1780,"2.75",1160,"6","1","0",37,0,2120,"98023",0
"234",213000,1000,6,1000,"1",0,"2","1","0",54,0,1150,"98024",0
"235",475000,2480,7,1620,"1.5",860,"3","1.5","0",68,0,2090,"98108",0
"236",1025000,3760,10,3760,"4",0,"5","2","0",32,0,3430,"98033",0
"237",416000,2220,7,1640,"2",580,"3","1","0",39,0,2070,"98010",0
"238",410000,1970,7,1670,"1",300,"4","1.5","0",10,0,1510,"98122",2005
"239",8e+05,3830,10,3530,"3.5",300,"3","2","0",22,0,2920,"98077",0
"240",472000,4410,9,2350,"2.5",2060,"6","1","0",50,2,2600,"98003",0
"241",225000,1430,7,1430,"1.75",0,"3","1","0",47,0,1190,"98003",0
"242",210000,830,6,830,"1",0,"2","1","0",75,0,830,"98126",0
"243",455000,1430,7,1430,"1",0,"2","1.5","0",90,0,1450,"98115",0
"244",225000,1300,6,1300,"1",0,"3","1","0",61,0,1260,"98002",0
"245",480000,1030,7,790,"1",240,"2","1","0",97,2,1390,"98103",0
"246",363000,2740,9,2740,"2.5",0,"3","2","0",25,0,2570,"98023",0
"247",2400000,3650,9,1830,"2.5",1820,"4","1","1",15,4,3120,"98074",0
"248",181000,720,6,720,"1.5",0,"2","1","0",61,0,1150,"98106",0
"249",250000,2010,7,2010,"2",0,"4","1","0",39,0,2010,"98002",0
"250",481000,1560,6,770,"1.75",790,"3","1","0",97,0,1390,"98103",0
"251",260000,1810,7,1240,"2",570,"3","1","0",37,0,1750,"98032",0
"252",455000,3360,9,3360,"2.5",0,"4","2","0",14,0,3060,"98058",0
"253",415000,1510,8,1510,"2.25",0,"3","2","0",24,0,1730,"98045",0
"254",349500,1400,7,800,"1",600,"3","1","0",62,0,1620,"98118",0
"255",245000,1730,7,1730,"2.5",0,"3","2","0",28,0,1630,"98030",0
"256",592500,1420,7,1420,"2",0,"2","1.5","0",87,2,1420,"98115",0
"257",385000,2360,7,1180,"1.75",1180,"4","1","0",60,0,1910,"98106",0
"258",315000,1580,7,1200,"1.75",380,"3","1","0",41,0,1550,"98059",0
"259",255000,1230,7,1230,"1",0,"3","1","0",36,0,1380,"98045",0
"260",693000,2460,8,2460,"2.5",0,"4","2","0",9,0,2990,"98052",0
"261",780000,1660,8,1460,"1",200,"3","1.5","0",104,0,1660,"98112",0
"262",237000,1270,7,1270,"1.75",0,"3","1","0",55,0,1600,"98198",0
"263",525000,2100,10,1320,"2.25",780,"3","2","0",36,0,2380,"98074",0
"264",425000,770,5,770,"1",0,"2","1","0",85,0,1330,"98144",0
"265",369900,760,5,760,"0.75",0,"1","1","1",79,4,1230,"98070",0
"266",290000,1700,7,1700,"2.5",0,"4","2","0",27,0,1950,"98031",0
"267",285000,1120,7,1120,"1",0,"3","1","0",61,0,1130,"98106",0
"268",415000,1070,7,1070,"1",0,"2","1","0",78,0,1320,"98115",0
"269",272500,2070,8,1420,"2.5",650,"3","1","0",36,0,2070,"98023",0
"270",2900000,5050,11,4750,"3.25",300,"4","1.5","0",7,2,3890,"98004",2008
"271",1365000,5310,11,5310,"4.75",0,"4","2","0",26,0,4180,"98077",0
"272",436000,1040,7,1040,"1",0,"2","1","0",76,0,1440,"98133",0
"273",210000,1700,7,1700,"1",0,"3","1","0",48,0,1350,"98003",0
"274",236000,1300,7,1300,"1",0,"3","1","0",54,0,1320,"98178",0
"275",331000,1080,7,580,"1.75",500,"3","1","0",12,0,1440,"98199",2003
"276",365000,2653,8,2653,"2.5",0,"3","2","0",9,0,2653,"98031",0
"277",450000,2290,8,2290,"2",0,"3","1","0",55,0,1660,"98058",0
"278",770000,3820,9,2850,"2.75",970,"4","2","0",1,0,1860,"98028",0
"279",455000,2210,8,2210,"2.5",0,"4","1","0",18,0,2670,"98038",0
"280",405000,2390,6,1240,"1.75",1150,"3","1","0",107,0,2020,"98118",0
"281",304900,2600,7,1610,"1.75",990,"4","1","0",46,0,1720,"98031",0
"282",170000,860,6,860,"1",0,"2","1","0",84,0,1650,"98178",0
"283",2050000,3830,9,2630,"3",1200,"5","2","0",21,1,3050,"98122",1994
"284",780000,3500,9,3500,"2.5",0,"4","2","0",10,0,3920,"98053",0
"285",330000,2420,8,1740,"3",680,"3","1","0",27,0,2570,"98028",0
"286",370000,2720,9,2720,"2.5",0,"4","2","0",23,0,2410,"98030",0
"287",467000,2500,7,1850,"2.25",650,"5","1","0",36,0,2300,"98072",0
"288",405000,1670,7,1140,"1.75",530,"3","1","0",35,0,1670,"98034",0
"289",675000,2900,8,1450,"2.25",1450,"5","1","0",30,0,2310,"98006",0
"290",5e+05,1640,7,1140,"1",500,"2","1","0",61,0,1520,"98006",0
"291",389999,1890,7,1890,"2.5",0,"4","2","0",47,0,2410,"98166",0
"292",630000,2950,8,1780,"1.75",1170,"4","1","0",40,2,2120,"98034",0
"293",360000,2160,9,2160,"2.5",0,"4","2","0",23,0,2280,"98001",0
"294",580000,3280,8,2270,"3",1010,"4","2","0",29,0,2320,"98056",0
"295",550000,1970,8,1270,"2",700,"3","2","0",86,3,2390,"98126",0
"296",879000,3360,10,3360,"2.5",0,"4","2","0",21,0,3150,"98075",0
"297",265000,1320,7,1320,"2",0,"3","1","0",22,0,1740,"98042",0
"298",446500,2650,8,2650,"2.5",0,"3","2","0",25,0,2400,"98059",0
"299",404000,2030,7,1330,"1.5",700,"3","1","0",52,0,2140,"98108",0
"300",267500,1590,7,1090,"1.75",500,"3","1","0",58,2,1630,"98188",0
"301",3075000,4550,10,2600,"5",1950,"4","1","1",13,4,4550,"98074",0
"302",335000,2440,8,2440,"2.5",0,"3","2","0",17,0,2510,"98003",0
"303",576000,1940,7,970,"2.5",970,"3","1","0",67,0,2190,"98117",0
"304",208633,2040,8,2040,"2.5",0,"3","2","0",9,0,2370,"98038",0
"305",315000,2200,7,1120,"2.25",1080,"3","1","0",51,0,1460,"98166",0
"306",725000,1920,8,960,"1.75",960,"3","1","0",102,0,1740,"98112",0
"307",550000,1800,8,1400,"2.75",400,"4","1","0",50,0,1800,"98177",0
"308",610750,2180,8,2180,"2.25",0,"4","2","0",31,0,2250,"98074",0
"309",550700,1010,6,1010,"1",0,"2","1.5","0",107,0,1460,"98105",0
"310",665000,3320,8,2220,"2.75",1100,"4","2","0",55,0,2720,"98056",0
"311",834000,2370,8,1980,"2.5",390,"4","1.5","0",87,2,2440,"98144",0
"312",201000,1660,6,1660,"1.75",0,"5","1.5","0",100,0,1660,"98065",0
"313",2384000,3650,10,3370,"2.5",280,"5","2","0",94,4,2880,"98119",0
"314",1384000,4290,11,2690,"3.25",1600,"4","1","0",18,3,3860,"98006",0
"315",1400000,4290,11,2690,"3.25",1600,"4","1","0",18,3,3860,"98006",0
"316",305000,1950,8,1350,"2.25",600,"4","1","0",36,0,2150,"98058",0
"317",487000,2590,8,1720,"2",870,"3","1","0",67,0,1570,"98133",0
"318",390000,1930,8,1930,"2.5",0,"3","1","0",27,0,2350,"98042",0
"319",548000,1470,7,1170,"1",300,"2","1","0",99,0,1570,"98103",0
"320",268750,800,6,800,"1",0,"4","1","0",72,0,1310,"98166",0
"321",819900,3150,9,3150,"2.75",0,"5","2","0",2,0,1560,"98052",0
"322",520000,2030,8,2030,"2.25",0,"3","2","0",31,0,2660,"98027",0
"323",230000,1450,7,1450,"2",0,"3","1","0",12,0,1520,"98001",0
"324",240000,1510,7,1510,"1.75",0,"3","1","0",46,0,1510,"98023",0
"325",232000,1240,6,960,"1",280,"2","1","0",31,0,1820,"98146",1984
"326",240500,1240,6,960,"1",280,"2","1","0",31,0,1820,"98146",1984
"327",274975,3030,9,3030,"2.5",0,"3","2","0",28,0,3080,"98077",0
"328",740000,2050,9,2050,"2",0,"4","1.5","0",93,0,2320,"98102",0
"329",186375,1000,7,1000,"1",0,"3","1","0",63,0,1150,"98166",0
"330",790000,2370,9,1590,"2.25",780,"3","1","0",38,0,2500,"98005",0
"331",880000,2800,9,1890,"3.5",910,"4","2","0",13,0,2370,"98105",2002
"332",279000,2240,7,2240,"1.75",0,"6","2","0",60,0,1590,"98198",0
"333",295000,1810,8,1810,"2",0,"3","1","0",24,2,1910,"98022",0
"334",640000,1070,7,1070,"1",0,"2","1","0",91,0,1710,"98103",0
"335",940000,2490,9,2490,"2",0,"4","2","0",47,0,2770,"98040",0
"336",260000,1960,7,1960,"2.5",0,"4","2","0",12,0,1800,"98038",0
"337",559900,2930,9,1860,"2.75",1070,"3","1","0",11,0,2580,"98072",0
"338",791500,1510,7,1510,"2",0,"4","1.5","0",104,0,1820,"98103",0
"339",265000,1420,7,1420,"1.75",0,"3","1","0",61,0,1740,"98133",0
"340",245000,1740,7,1740,"1.75",0,"3","1","0",61,0,880,"98178",0
"341",485000,2560,7,2560,"1.75",0,"4","2","0",53,0,2560,"98052",0
